asin,title,brand,price_eur,rating,reviews,cpu,ram_gb,storage_gb,gpu,screen_size_inch,resolution,os,keyboard,product_url,search_page,gaming,touchscreen
B0GK96SLMR,"HP OmniBook 3 Laptop, 17,3"" FHD, AMD Ryzen AI 7, 16GB RAM, 512GB SSD | Copilot+ KI-Notebook mit großem Display für produktives Multitasking, Office und Streaming - ohne Ladegerät, QWERTZ, Silber",HP,699.0,4.5,2.0,AMD Ryzen AI 7 445,16.0,512.0,AMD Radeon Graphics,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/HP-OmniBook-Laptop-Display-Copilot/dp/B0GK96SLMR/ref=sr_1_141?dib=eyJ2IjoiMSJ9.8LyNtzolUzr_MJ4pf4fHjp-j8WOULkDKNr4-UGJ0biESQzhBxiYZLLDHRih46wpNiK9IS_JmuyByGbqUohcXbGDFp2ghye3Enb2OCC0pyjjQZC0RCPTod6E9g9J1unp_SLEV5JrenQFYXyE_CYQOSOlXUq4IXVOSiAa6uzESxtiKBYQ2sKtqVV0jedbmhdQNQZhoasEHzKouX2i4LNpIIyAD_cmutaR3QjAjz8QaXJE.r9nCWHC_DWR-dVYdTOZSMvyXDytpp2IsEe93BdDl6aY&dib_tag=se&keywords=laptop&qid=1788691308&sr=8-141&xpid=sLKVI6PriDQ7N,9.0,1,0
B0FNRBBTD8,"Acer Aspire Go 15 (AG15-72P-52M0) Laptop, 15,6"" FHD IPS Display, Intel Core 5 120U, 16 GB RAM, 512 GB SSD, Intel Grafik, Windows 11, QWERTY Tastatur, Silber",Acer,557.68,3.5,2.0,Intel Core 5,16.0,512.0,Intel Graphics,15.6,1920x1080,Windows 11 Home,QWERTY,https://www.amazon.de/acer-AG15-72P-52M0-Display-Windows-Tastatur/dp/B0FNRBBTD8/ref=sr_1_142?dib=eyJ2IjoiMSJ9.8LyNtzolUzr_MJ4pf4fHjp-j8WOULkDKNr4-UGJ0biESQzhBxiYZLLDHRih46wpNiK9IS_JmuyByGbqUohcXbGDFp2ghye3Enb2OCC0pyjjQZC0RCPTod6E9g9J1unp_SLEV5JrenQFYXyE_CYQOSOlXUq4IXVOSiAa6uzESxtiKBYQ2sKtqVV0jedbmhdQNQZhoasEHzKouX2i4LNpIIyAD_cmutaR3QjAjz8QaXJE.r9nCWHC_DWR-dVYdTOZSMvyXDytpp2IsEe93BdDl6aY&dib_tag=se&keywords=laptop&qid=1788691308&sr=8-142&xpid=sLKVI6PriDQ7N,9.0,1,0
B0BV6S7P86,"Acer Aspire 17 (A17-51M-503B) Laptop, 17"" FHD IPS Display, Intel Core i5-1334U, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11, QWERTZ Tastatur, grau",Acer,558.53,4.6,166.0,Intel Core i5-1334U,16.0,512.0,Intel Iris Xe,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/acer-NX-KZVEG-00C-Acer-A17-51M-503B/dp/B0BV6S7P86/ref=sr_1_143?dib=eyJ2IjoiMSJ9.8LyNtzolUzr_MJ4pf4fHjp-j8WOULkDKNr4-UGJ0biESQzhBxiYZLLDHRih46wpNiK9IS_JmuyByGbqUohcXbGDFp2ghye3Enb2OCC0pyjjQZC0RCPTod6E9g9J1unp_SLEV5JrenQFYXyE_CYQOSOlXUq4IXVOSiAa6uzESxtiKBYQ2sKtqVV0jedbmhdQNQZhoasEHzKouX2i4LNpIIyAD_cmutaR3QjAjz8QaXJE.r9nCWHC_DWR-dVYdTOZSMvyXDytpp2IsEe93BdDl6aY&dib_tag=se&keywords=laptop&qid=1788691308&sr=8-143&xpid=sLKVI6PriDQ7N,9.0,0,0
B0F6VV2GMZ,"Acer Nitro 18 AI | Gaming Laptop | Ryzen 9 | RTX 5070Tí | 32GB | 1TB | 18"" WQXGA 165Hz | AMD Ryzen AI 9 365 | NVIDIA RTX 5070Ti | 32GB RAM | 1TB SSD | RTX 5070Ti | Windows 11 |QWERTZ |AN18-61-R5H8",Acer,2276.26,5.0,16.0,AMD Ryzen AI 9,32.0,1024.0,NVIDIA GeForce RTX 5070,18.0,2560x1600,Windows 11,QWERTZ,https://www.amazon.de/Acer-Nitro-Gaming-Laptop-5070T%C3%AD/dp/B0F6VV2GMZ/ref=sr_1_144?dib=eyJ2IjoiMSJ9.8LyNtzolUzr_MJ4pf4fHjp-j8WOULkDKNr4-UGJ0biESQzhBxiYZLLDHRih46wpNiK9IS_JmuyByGbqUohcXbGDFp2ghye3Enb2OCC0pyjjQZC0RCPTod6E9g9J1unp_SLEV5JrenQFYXyE_CYQOSOlXUq4IXVOSiAa6uzESxtiKBYQ2sKtqVV0jedbmhdQNQZhoasEHzKouX2i4LNpIIyAD_cmutaR3QjAjz8QaXJE.r9nCWHC_DWR-dVYdTOZSMvyXDytpp2IsEe93BdDl6aY&dib_tag=se&keywords=laptop&qid=1788691308&sr=8-144&xpid=sLKVI6PriDQ7N,9.0,1,0
B0GMQ9THVT,"Lenovo LOQ Gaming AI Laptop | 15.3"" WUXGA 165Hz Display | AMD Ryzen 7 250 | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 5060 | Windows 11 | QWERTZ | Grau | 3 Monate GamePass",Lenovo,1275.5,4.4,3.0,Intel Core 7 240H,16.0,1024.0,NVIDIA GeForce RTX 5060,15.3,1920x1080,Windows 11,QWERTZ,https://www.amazon.de/Lenovo-Display-GeForce-Windows-GamePass/dp/B0GMQ9THVT/ref=sr_1_145?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-145&xpid=sLKVI6PriDQ7N,10.0,1,0
B0GT2P1D4D,"ACEMAGIC AMD Laptop, AMD Ryzen 7 5000 Series (8C/16T), Radeon RX Vega 8 Graphics, 16.1 Zoll FHD Display, 16GB RAM, 512GB NVMe SSD mit Numeric KB, Type_C (Full Function), WiFi 6, Akku",ACEMAGIC,388.7,3.0,3.0,AMD Ryzen 7 5000 Series,16.0,512.0,AMD Radeon RX Vega,16.1,1920x1080,Windows 11,Unknown,https://www.amazon.de/ACEMAGIC-Graphics-Display-Numeric-Function/dp/B0GT2P1D4D/ref=sr_1_146?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-146&xpid=sLKVI6PriDQ7N,10.0,1,0
B0F6T3FZ2Y,"Acer Nitro V16 AI | Gaming Laptop | Ryzen 7 | RTX 5060 | 16GB | 1TB | 16"" WUXGA 180Hz Display| AMD Ryzen 7 260| NVIDIA RTX 5060| 16GB RAM| 1TB SSD | Windows 11| QWERTZ Tastatur | ANV16-42-R4QR",Acer,1017.2,3.3,8.0,AMD Ryzen 7 260,16.0,1024.0,NVIDIA GeForce RTX 5060,16.0,1920x1200,Windows 11,QWERTZ,https://www.amazon.de/Acer-Nitro-Gaming-Laptop-Ryzen/dp/B0F6T3FZ2Y/ref=sr_1_147?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-147&xpid=sLKVI6PriDQ7N,10.0,0,0
B0H8HP8KK8,"Lenovo ThinkPad T14s Gen 1 Business-Laptop, 14 Zoll FHD (1920 x 1080), Intel Core i7-10610U, 32 GB RAM, 1 TB SSD, japanische QWERTY-Tastatur, Webcam, Windows 11 Pro (Generalüberholt)",Amazon Renewed,403.01,5.0,0.0,Intel Core i7-10610U,32.0,1024.0,Unknown,14.0,1920x1080,Windows 11 Pro,QWERTZ,https://www.amazon.de/Lenovo-ThinkPad-T14s-Gen-Business-Laptop/dp/B0H8HP8KK8/ref=sr_1_148?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-148&xpid=sLKVI6PriDQ7N,10.0,1,0
B0H75YMF3Y,"MSI Titan 18 HX Draco Epic Gaming-Laptop, 18"" UHD+ Mini-LED Display, Intel Core Ultra 9 290HX Plus, NVIDIA GeForce RTX 5090, 96 GB DDR5, 4 TB SSD, Windows 11 Home, QWERTZ Tastatur, Schwarz, A2WJ-1218",MSI,6299.59,4.5,0.0,Intel Core Ultra 9,96.0,4096.0,NVIDIA GeForce RTX 5090,18.0,3840x2400,Windows 11 Home,QWERTZ,https://www.amazon.de/MSI-Gaming-Laptop-Mini-LED-Tastatur-A2WJ-1218/dp/B0H75YMF3Y/ref=sr_1_149?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-149&xpid=sLKVI6PriDQ7N,10.0,1,1
B0FB7P7GF3,"Dell 16 Laptop DC16250 Intel Core 5 Series 1 16"" 2K | Windows 11 Home, DDR5 RAM, 512 GB SSD, Graphics, spanische QWERTY-Tastatur mit Hintergrundbeleuchtung, Schwarz, WLAN 6",Dell,504.98,3.1,7.0,Intel Core 5 120U,16.0,512.0,Intel UHD Graphics,16.0,1920x1200,Windows 11 Home,QWERTY,https://www.amazon.de/Dell-Laptop-Display-Graphics-Windows/dp/B0FB7P7GF3/ref=sr_1_150?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-150&xpid=sLKVI6PriDQ7N,10.0,0,1
B0GMPWKQNJ,"14 Zoll FHD Laptop,Celeron J4105 Quad-Core,8GB DDR4,256 GB SSD,Grau | WiFi,Bluetooth,Webcam,180° Scharnier,TF Card Slot,USB 3.0,Leichtes Notebook mit Netzteil & Muas für Geschäft und Studium",Rumtuk,274.96,3.7,4.0,Intel Core i5-10210U,8.0,256.0,Intel UHD Graphics,14.0,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Rumtuk-Laptop-Celeron-J4105-Quad-Core/dp/B0GMPWKQNJ/ref=sr_1_151?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-151&xpid=sLKVI6PriDQ7N,10.0,1,1
B0GPQMYCXN,"Dell 14 Plus Laptop - Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD | 14"" entspiegelt, Intel Arc Grafik, Deutsch beleuchtete QWERTZ Tastatur, Fingerabdruckleser (Netzteil separat erhältlich)",Dell,1571.64,5.0,0.0,Intel Core Ultra 7 258V,32.0,1024.0,Intel Arc Graphics,14.0,2560x1600,Windows 11 Home,QWERTZ,https://www.amazon.de/Dell-14-Plus-Laptop-Intel/dp/B0GPQMYCXN/ref=sr_1_152?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-152&xpid=sLKVI6PriDQ7N,10.0,0,0
B0H69PD57W,"HP EliteBook 840 G8, 14” FHD Display, Intel Core i7 1185G7, 32GB RAM, 512GB SSD, Webcam, Windows 11 Pro, Notebook Laptop (Generalüberholt)",Amazon Renewed,571.43,5.0,1.0,Intel Core i7-1185G7,32.0,512.0,Intel Iris Xe,14.0,1920x1080,Windows 11 Pro,QWERTZ,https://www.amazon.de/HP-EliteBook-Display-Notebook-General%C3%BCberholt/dp/B0H69PD57W/ref=sr_1_153?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-153&xpid=sLKVI6PriDQ7N,10.0,0,0
B0GPVPW64R,"Acer Aspire 17, Laptop, Intel Core 5, 16GB RAM, 1TB SSD | 17"" FHD IPS Display, Intel Core 5 120U, 16GB RAM, 1TB SSD, Intel Grafik, Windows 11, QWERTZ Tastatur, A17-51M-55NU",Acer,558.53,4.0,1.0,Intel Core 5,16.0,1024.0,Intel UHD Graphics,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Acer-Aspire-Laptop-Intel-Core/dp/B0GPVPW64R/ref=sr_1_155?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-155&xpid=sLKVI6PriDQ7N,10.0,1,1
B0GKGWG1X6,"Dell 16 Laptop - AMD Ryzen 7 250, 16GB RAM, 1TB SSD | 16"" entspiegelt, AMD Radeon Grafik, Deutsch beleuchtete QWERTZ Tastatur, Fingerabdruckleser (Netzteil separat erhältlich)",Dell,652.2,5.0,0.0,AMD Ryzen 7 250,16.0,1024.0,AMD Radeon Graphics,16.0,2560x1440,Windows 11 Home,QWERTZ,https://www.amazon.de/Dell-Laptop-DC16255-Zoll-entspiegelt/dp/B0GKGWG1X6/ref=sr_1_156?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-156&xpid=sLKVI6PriDQ7N,10.0,1,1
B0FV963R4L,"Acer Aspire 16 AI OLED, Laptop, Ultra 7, 32GB RAM, 1TB SSD | 16"" OLED Display, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, Intel Arc 140V, Windows 11, QWERTZ Tastatur, A16-52M-75LW",Acer,1054.0,5.0,3.0,Intel Core Ultra 7,32.0,1024.0,Intel Arc Graphics,16.0,2048x1280,Windows 11 Home,QWERTZ,https://www.amazon.de/Acer-Aspire-OLED-Laptop-Ultra/dp/B0FV963R4L/ref=sr_1_157?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-157&xpid=sLKVI6PriDQ7N,10.0,0,0
B0G71YJ3Z6,"Microsoft Surface Laptop, 15"" | Snapdragon X Elite | 16GB RAM, 512GB SSD | 15"" LCD Touchscreen | Copilot+ PC | Schwarz | Windows 11 Home | 7. Edition",Microsoft Surface,1331.04,4.1,5.0,Snapdragon X Elite,16.0,1024.0,Unknown,15.0,2496x1664,Windows 11 Home,QWERTZ,https://www.amazon.de/Microsoft-Netzteil-Touchscreen-Snapdragon%C2%AE-neuestes/dp/B0G71YJ3Z6/ref=sr_1_158?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-158&xpid=sLKVI6PriDQ7N,10.0,1,1
B0C7CS2NXV,"2020 Microsoft Surface Laptop Go mit Intel Core i5-1035G1 (12,4-zoll, 16GB RAM, 256GB SSD) (QWERTY Englisch) Platin (Generalüberholt)",Amazon Renewed,261.13,3.5,35.0,Intel Core i5-1035G1,16.0,256.0,Unknown,12.4,1920x1080,Windows 11 Pro,QWERTZ,https://www.amazon.de/Microsoft-Surface-Generation-QWERTY-Tastatur-General%C3%BCberholt/dp/B0C7CS2NXV/ref=sr_1_159?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-159&xpid=sLKVI6PriDQ7N,10.0,1,1
B0GVDZFJ5J,"Laptop, 14-Zoll-Display mit 2880 x 1800 QHD+-Auflösung, AMD Ryzen 7 H255 (8 Kerne/16 Threads, bis zu 4,9 GHz), 32GB LPDDR5 RAM,1 TB SSD(erweiterbar auf bis zu 8 TB) 99-Wh-Akku,Fingerabdrucksensor,Grau",FIREBAT,793.95,5.0,5.0,AMD Ryzen 7 H255,32.0,1024.0,AMD Radeon 780M,14.0,2880x1800,Unknown,Unknown,https://www.amazon.de/14-Zoll-Display-Aufl%C3%B6sung-erweiterbar-99-Wh-Akku-Fingerabdrucksensor/dp/B0GVDZFJ5J/ref=sr_1_160?dib=eyJ2IjoiMSJ9.spHt9Kj3iaSvY7N6nYkrR64mmUrJREgY7-uYfTWY67C2EL-PlMyTzIt50AfdHCnhFVpsNwfVhzYcZ2O2rOWsXKwabyxmEqV8RXiC5S8rKOb-W43ggSCVoQaaHzbu5ykYufhuD02Gv6wVxmYEN2y8NGuNKQVKpvwvijdk37oPG0vFangjRoJ1N5iGAyYc95IIeMsm_4OEbr3d0ke2TD6AwPdtn79cTEDhtpqSxurkkHQ.XNL219W30KPdgpqqkUYmRuUSGpx4b_gXbQmUOwO6RPg&dib_tag=se&keywords=laptop&qid=1788691423&sr=8-160&xpid=sLKVI6PriDQ7N,10.0,1,0
B0GWDS2L6S,"Microsoft Surface Laptop, 15"" | Snapdragon X2 Elite | 16GB RAM, 512GB SSD | 15"" LCD Touchscreen | Copilot+ PC | Schwarz | Windows 11 Home | Neuestes Modell (8. Edition)",Dell,1631.79,4.4,3.0,Snapdragon X,16.0,1024.0,Unknown,15.0,3270x2180,Windows 11,QWERTZ,https://www.amazon.de/Microsoft-Surface-Laptop-Snapdragon-Elite/dp/B0GWDS2L6S/ref=sr_1_161?dib=eyJ2IjoiMSJ9.bdceXEAyniCwQhUtkeyiUA8Y0rPI-KXCdMUUv6bAnE6PKXPB6k4pLU9doFwa9Qqk9QC0LDD1Am87c5brYQPGSWTxVdLYJZ6_3lRrL_k3EodGBwcEvQyShLNo7TzdgTErOKQtE6laIQ1614-QAwvkVe0lrUIa0racMJcQjo_Ma2NXn9df2x2iaER3fYlp-OgpK22TDvTdgS-DbhQbbjquLYE3NSabspHc8aREJCfgSCc.og3xwIfN9WkJ9UcIliqVbSQ2FvIfjrDNoKihKiJ1NDs&dib_tag=se&keywords=laptop&qid=1788691566&sr=8-161&xpid=sLKVI6PriDQ7N,11.0,1,1
B0HBJX18LQ,"Lenovo ThinkBook 16 Gen 8 Laptop, Intel Core Ultra 5 225U, 32 GB DDR5 RAM, 1 TB PCIe SSD, 16"" WUXGA IPS Display, Deutsches Tastatur-Layout, W11 Pro, Arctic Grau",Lenovo,1116.99,5.0,0.0,Intel Core Ultra 5,32.0,1024.0,AMD Radeon 820M,16.0,1920x1280,Windows 11 Pro,QWERTZ,https://www.amazon.de/Lenovo-ThinkBook-16-Gen-Tastatur-Layout/dp/B0HBJX18LQ/ref=sr_1_162?dib=eyJ2IjoiMSJ9.bdceXEAyniCwQhUtkeyiUA8Y0rPI-KXCdMUUv6bAnE6PKXPB6k4pLU9doFwa9Qqk9QC0LDD1Am87c5brYQPGSWTxVdLYJZ6_3lRrL_k3EodGBwcEvQyShLNo7TzdgTErOKQtE6laIQ1614-QAwvkVe0lrUIa0racMJcQjo_Ma2NXn9df2x2iaER3fYlp-OgpK22TDvTdgS-DbhQbbjquLYE3NSabspHc8aREJCfgSCc.og3xwIfN9WkJ9UcIliqVbSQ2FvIfjrDNoKihKiJ1NDs&dib_tag=se&keywords=laptop&qid=1788691566&sr=8-162&xpid=sLKVI6PriDQ7N,11.0,1,0
B0836C6P46,"Acer Aspire 17 (A17-51M-97HQ) Laptop, 17"" FHD IPS Display, Intel Core i9-13900H, 32 GB RAM, 1 TB SSD, Intel Iris Xe Grafik, Windows 11, QWERTZ Tastatur, grau",Acer,1192.0,4.8,22.0,Intel Core i9-13900H,32.0,512.0,Intel Iris Xe,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/acer-A17-51M-97HQ-Display-i9-13900H-Tastatur/dp/B0836C6P46/ref=sr_1_163?dib=eyJ2IjoiMSJ9.bdceXEAyniCwQhUtkeyiUA8Y0rPI-KXCdMUUv6bAnE6PKXPB6k4pLU9doFwa9Qqk9QC0LDD1Am87c5brYQPGSWTxVdLYJZ6_3lRrL_k3EodGBwcEvQyShLNo7TzdgTErOKQtE6laIQ1614-QAwvkVe0lrUIa0racMJcQjo_Ma2NXn9df2x2iaER3fYlp-OgpK22TDvTdgS-DbhQbbjquLYE3NSabspHc8aREJCfgSCc.og3xwIfN9WkJ9UcIliqVbSQ2FvIfjrDNoKihKiJ1NDs&dib_tag=se&keywords=laptop&qid=1788691566&sr=8-163&xpid=sLKVI6PriDQ7N,11.0,0,0
B0GK1D3Q7G,"Samsung Galaxy Book6 16 Zoll, Intel Core Ultra 7, 16 GB RAM, 512 GB | AI Laptop, Anti-Glare, Galaxy AI, Copilot+ PC, Gray, 3 Jahre Herstellergarantie [Exklusiv bei Amazon]",Samsung,1154.63,5.0,1.0,Intel Core Ultra 7,16.0,512.0,Integrated Graphics,16.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/Samsung-Galaxy-Book6-Zoll-Herstellergarantie/dp/B0GK1D3Q7G/ref=sr_1_164?dib=eyJ2IjoiMSJ9.bdceXEAyniCwQhUtkeyiUA8Y0rPI-KXCdMUUv6bAnE6PKXPB6k4pLU9doFwa9Qqk9QC0LDD1Am87c5brYQPGSWTxVdLYJZ6_3lRrL_k3EodGBwcEvQyShLNo7TzdgTErOKQtE6laIQ1614-QAwvkVe0lrUIa0racMJcQjo_Ma2NXn9df2x2iaER3fYlp-OgpK22TDvTdgS-DbhQbbjquLYE3NSabspHc8aREJCfgSCc.og3xwIfN9WkJ9UcIliqVbSQ2FvIfjrDNoKihKiJ1NDs&dib_tag=se&keywords=laptop&qid=1788691566&sr=8-164&xpid=sLKVI6PriDQ7N,11.0,1,1
