asin,title,brand,price_eur,rating,reviews,cpu,ram_gb,storage_gb,gpu,screen_size_inch,resolution,os,keyboard,product_url,search_page,gaming,touchscreen
B0F992BVWY,"15,6 Zoll Laptop, 12th Quad Core N100 (bis zu 3,4 GHz) CPU, 12 GB LPDDR5 RAM 512 GB SSD, 2K FHD IPS Laptops, 2,4G/5G WiFi, Webcam, voll ausgestatteter Typ-C, Akku mit großer Kapazität",Gezoon,291.3,3.7,22.0,Intel Celeron N100,12.0,512.0,AMD Radeon 610M,15.6,1920x1080,Windows 11 Pro,QWERTZ,https://www.amazon.de/Gezoon-RAM-SSD-ausgestatteter-Kapazit%C3%A4t/dp/B0F992BVWY/ref=sr_1_86?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-86&xpid=sLKVI6PriDQ7N,6.0,1,0
B0FJTVG363,"Acer Aspire Go 15 | Laptop | Core 7 | 16GB | 1TB | mit Netzteil | 15,6"" FHD IPS Display | Intel Core 7 150U | 16GB RAM | 1TB SSD | Intel Grafik | Windows 11 | QWERTZ Tastatur | AG15-72P-792F",Acer,686.57,4.4,28.0,Intel Core 7 150U,16.0,1024.0,Intel Arc Graphics,15.6,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Acer-Aspire-Laptop-Core-Netzteil/dp/B0FJTVG363/ref=sr_1_87?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-87&xpid=sLKVI6PriDQ7N,6.0,1,1
B0F6TY47C3,"Acer Nitro V15 | Gaming Laptop | Core i9 | RTX 5060 | 32GB | 1TB | 15,6"" FHD 180Hz Display | Intel Core i9-13900H | NVIDIA RTX 5060 | 32GB | 1TB SSD | Windows 11| QWERTZ | ANV15-52-99WW",Acer,1416.97,4.3,19.0,Intel Core i9-13900H,32.0,1024.0,NVIDIA GeForce RTX 5060,15.6,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Acer-Nitro-Gaming-Laptop-Core/dp/B0F6TY47C3/ref=sr_1_88?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-88&xpid=sLKVI6PriDQ7N,6.0,1,0
B0GZWZP385,Dell Latitude 5400 Laptop | 14 Zoll | 1920 x 1080 | Intel Core i5-8265U | 16 GB DDR4 RAM | 256 GB NVMe | DE-QWERTZ | Windows 11 Pro | 1 Jahr Garantie | (Generalüberholt),Amazon Renewed,201.93,4.8,10.0,Intel Core i5-8265U,16.0,256.0,Intel UHD Graphics,14.0,1920x1080,WINDOWS 11 PRO,QWERTZ,https://www.amazon.de/Dell-Latitude-5400-i5-8265U-General%C3%BCberholt/dp/B0GZWZP385/ref=sr_1_89?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-89&xpid=sLKVI6PriDQ7N,6.0,0,0
B0F9B3FM36,"Alienware 16x Aurora Gaming Laptop - Intel Core Ultra 9 275HX, RTX 5070 | 16'', 32GB RAM, 1TB SSD, Win 11 Home, 240Hz G-Sync, 96Wh Batterie, 3 Monate Game Pass, Erhalte 2 Games",Alienware,1975.51,3.7,56.0,Intel Core Ultra 9 275HX,32.0,1024.0,NVIDIA GeForce RTX 5070,16.0,2560x1600,Windows 11 Home,QWERTZ,https://www.amazon.de/Alienware-AC16251-Display-Geforce-Tastatur/dp/B0F9B3FM36/ref=sr_1_90?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-90&xpid=sLKVI6PriDQ7N,6.0,1,0
B0FNMMSMZK,"MSI Cyborg A15 AI, Gaming-Laptop, 15,6"" Full-HD 144 Hz Display, AMD Ryzen 7 260, NVIDIA GeForce RTX 5070, 32 GB DDR5, 1 TB SSD, Windows 11 Home, QWERTZ Tastatur, Schwarz, B2HWGKG-088",MSI,1313.85,4.5,10.0,AMD Ryzen 7 260,32.0,1024.0,NVIDIA GeForce RTX 5070,15.6,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/MSI-Gaming-Laptop-Full-HD-Tastatur-B2HWGKG-088/dp/B0FNMMSMZK/ref=sr_1_91?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-91&xpid=sLKVI6PriDQ7N,6.0,1,0
B08L6N77H9,"MEDION Avantum 17 E1e 43,9 cm (17,3 Zoll) Full HD Laptop (Intel N100, 4GB DDR4 RAM, 128GB SSD, HD Webcam, WLAN, Windows 11 Home)",MEDION,300.67,3.4,15.0,Intel Core 3,4.0,128.0,AMD Radeon 610M,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/MEDION-Avantum-Laptop-Webcam-Windows/dp/B08L6N77H9/ref=sr_1_92?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-92&xpid=sLKVI6PriDQ7N,6.0,1,0
B0FCG26C7H,"HP 15-fd0260ns Laptop, 39,6 cm (15,6 Zoll), FHD (Intel Core i3-N305, 8 GB RAM, 512 GB SSD, Intel UHD Graphics, ohne Betriebssystem), Silber, spanische QWERTY-Tastatur",HP,449.0,2.7,8.0,Intel Core 3,8.0,512.0,Intel UHD Graphics,15.6,1920x1080,Unknown,QWERTY,https://www.amazon.de/HP-15-fd0260ns-Betriebssystem-spanische-QWERTY-Tastatur/dp/B0FCG26C7H/ref=sr_1_93?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-93&xpid=sLKVI6PriDQ7N,6.0,0,0
B0FLTG2SXD,"Dell Chromebook 11 3100 2-in-1 Notebook, 11,6-Zoll-Touchscreen-Notebook, Intel Celeron N4020, 4 GB RAM, 32 GB SSD, Japanische Tastatur, Chrome OS (Generalüberholt)",Dell,89.2,3.9,165.0,Intel Celeron N3060,4.0,128.0,Intel UHD Graphics,11.6,1366x768,Chrome OS,QWERTZ,https://www.amazon.de/Dell-Chromebook-Touchscreen-N4020-General%C3%BCberholt/dp/B0FLTG2SXD/ref=sr_1_94?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-94&xpid=sLKVI6PriDQ7N,6.0,1,1
B083357W74,"Acer Predator Helios Neo 16AI | Gaming Laptop | Ultra 9 |RTX 5070|32GB|1TB | 16"" WQXGA 240Hz | Intel Core Ultra 9 275HX | 32GB RAM | NVIDIA RTX 5070 | 1TB SSD | Windows 11 | QWERTZ | PHN16-73-9816",Acer,1675.61,4.4,9.0,Intel Core Ultra 9,32.0,1024.0,NVIDIA GeForce RTX 5070,16.0,2560x1600,Windows 11,QWERTZ,https://www.amazon.de/acer-Acer-PHN16-73-9816/dp/B083357W74/ref=sr_1_95?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-95&xpid=sLKVI6PriDQ7N,6.0,1,0
B0GWDRX83G,"Microsoft Surface Laptop, 13.8"" | Snapdragon X2 Elite | 16GB RAM, 512GB SSD | 13.8"" LCD Touchscreen | Copilot+ PC | Schwarz | Windows 11 Home | Neuestes Modell (8. Edition)",Dell,1545.86,4.4,5.0,Snapdragon X,16.0,512.0,Unknown,13.8,2304X1536,Windows 11,QWERTZ,https://www.amazon.de/Microsoft-Surface-Laptop-Snapdragon-Elite/dp/B0GWDRX83G/ref=sr_1_96?dib=eyJ2IjoiMSJ9.O9xS_BgZIUAfvsol7BeMm7ekAO4Pbs-jrZpuzLhcb6HR7Yn4UgYRdy4S4aXUQwXuablqX03K5jBS_XFMqBKD80D7ZNv-TKo5MRsUGiOnFoNVf-Ewxbyrl1zeb_bO-xtIDT5b8Hu9mIBjZ9ZulYEMhuSR2KN1EhxHiKJjDbUr-P5c-_cuGhCVfpjktFAk_qUZYO5g9gIn6pLIgvjpkLIX8CnuAi-E5exnNsbX7HjrrLY.uaW4HWobp0E-S0TtkLnXB0k7lAzaL8N-_MMnFZGpziY&dib_tag=se&keywords=laptop&qid=1788691034&sr=8-96&xpid=sLKVI6PriDQ7N,6.0,1,1
B0HBC5M6XX,"Laptop 18,5 Zoll 16GB RAM 256GB SSD, AI Unterstützung Notebook | Core i3, 8000mAh Akku, Win 11, WiFi 6, FHD Display 180° Betrachtungswinkel, HDMI, USB-C Multifunktionsanschluss",Liuord,716.64,5.0,12.0,Intel Core 5,16.0,256.0,Intel UHD Graphics,18.5,1920x1080,Windows 11,Unknown,https://www.amazon.de/Liuord-Laptop-256GB-Unterst%C3%BCtzung-Notebook/dp/B0HBC5M6XX/ref=sr_1_97?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-97&xpid=sLKVI6PriDQ7N,7.0,1,1
B0H295NT2M,"THEYETI 16 Zoll Touchscreen Laptop, Ryzen 3 3300U Prozessor(Beat N95) | 16GB RAM, 512GB SSD, QWERTZ-Tastatur mit Hintergrundbeleuchtung, Fingerabdruckleser, WiFi 6, BT 5.2, for Homeoffice, Büro",THEYETI,567.12,4.9,21.0,AMD Ryzen 3 3300U,16.0,512.0,AMD Radeon Vega,16.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/THEYETI-Touchscreen-Laptop-Ryzen-Prozessor/dp/B0H295NT2M/ref=sr_1_99?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-99&xpid=sLKVI6PriDQ7N,7.0,1,1
B0F5Z2LCNT,"Lenovo IdeaPad 3 Laptop | 17.3"" Full HD Display | AMD Ryzen 5 5625U | 8GB RAM | 512GB SSD | AMD Radeon Grafik | Windows 11 | QWERTZ | Artic Grau | 3 Monate Premium Care",Lenovo,379.99,4.8,27.0,AMD Ryzen 5 5625U,8.0,512.0,AMD Radeon Graphics,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Lenovo-IdeaPad-Display-Windows-Premium/dp/B0F5Z2LCNT/ref=sr_1_100?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-100&xpid=sLKVI6PriDQ7N,7.0,1,1
B0DVZRQKC9,HP Omen MAX Gaming Laptop | 16 Zoll UWVA 2.5K OLED Display 240Hz | Intel Ultra 9-275HX (24C) | NVIDIA GeForce RTX 5090 24GB VRAM | 64 GB DDR5 RAM | 2 TB SSD | Windows 11 | QWERTZ | Alu Shadow Black,HP,3534.13,3.1,6.0,Intel Core Ultra 9 275HX,64.0,2000.0,NVIDIA GeForce RTX 5090,16.0,2560x1600,Windows 11,QWERTZ,https://www.amazon.de/HP-Display-9-275HX-GeForce-Windows/dp/B0DVZRQKC9/ref=sr_1_101?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-101&xpid=sLKVI6PriDQ7N,7.0,1,0
B0FWHMRPGQ,"17,3 Zoll Laptop, 16GB RAM, 1TB SSD, 6500Y CPU bis zu 3,40 GHz über 3250C | FHD IPS Display, Fingerabdruck, Backlit-Tastatur, HDMI, WLAN, Business Notebook für Büro, Studium, Home, DE Tastaturfolie",Fsjun,480.33,4.0,46.0,Intel Core 5,16.0,1024.0,Intel UHD Graphics,17.3,1920x1080,Windows 11,QWERTZ,https://www.amazon.de/Zoll-Laptop-16GB-6500Y-3250C/dp/B0FWHMRPGQ/ref=sr_1_102?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-102&xpid=sLKVI6PriDQ7N,7.0,1,0
B09TKMR965,"ASUS Vivobook 16 M1605YA Laptop | 16"" WUXGA 16:10 IPS Display | AMD Ryzen 5 7430U | 16GB RAM | 512GB SSD | AMD Radeon | Win11 Home | QWERTZ | Cool Silver",ASUS,749.89,4.5,325.0,AMD Ryzen 5 7430U,16.0,512.0,AMD Radeon RX Vega,16.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/ASUS-Vivobook-entspiegeltes-Display-Tastatur/dp/B09TKMR965/ref=sr_1_103?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-103&xpid=sLKVI6PriDQ7N,7.0,0,0
B0F1DJ8J6Y,"HP OmniBook X Flip, 16"" WUXGA, AMD Ryzen AI 5, 16GB RAM, 512GB SSD | Copilot+ Premium 2-in-1 Laptop für Kreativarbeit, Business und flexible Nutzung unterwegs - inkl. Netzteil, QWERTZ, Silber",HP,708.92,4.3,33.0,AMD Ryzen AI 5,16.0,512.0,AMD Radeon 840M,16.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/HP-OmniBook-dedizierte-1920x1200-Touchscreen/dp/B0F1DJ8J6Y/ref=sr_1_104?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-104&xpid=sLKVI6PriDQ7N,7.0,0,1
B0D6GS2SLL,"HP Pavilion Laptop, 16"" WUXGA Touch-Display, AMD Ryzen 5 8540U, 8 GB DDR5 RAM, 512 GB PCIe NVMe SSD, AMD Radeon Graphics, QWERTZ, Windows 11 Home, Silber",HP,686.56,4.5,20.0,AMD Ryzen 5 8540U,8.0,512.0,AMD Radeon 740M,16.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/HP-Pavilion-WUXGA-Display-Graphics-Windows/dp/B0D6GS2SLL/ref=sr_1_105?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-105&xpid=sLKVI6PriDQ7N,7.0,1,1
B0GQ5JZHCJ,"Lenovo ThinkPad L15 Gen 2 Ryzen 5 Pro 6 x 2.3 GHz Prozessor, 16 GB Arbeitsspeicher, 512 GB SSD, 15.6 Zoll Display, Full HD 1920 IPS Windows 11 Pro H9K (Generalüberholt)",Amazon Renewed,476.91,5.0,2.0,Intel Core i5-10210U,16.0,512.0,AMD Radeon Graphics,15.6,1920x1080,Windows 11 Pro,Unknown,https://www.amazon.de/Lenovo-L15-Gen-Arbeitsspeicher-General%C3%BCberholt/dp/B0GQ5JZHCJ/ref=sr_1_106?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-106&xpid=sLKVI6PriDQ7N,7.0,1,0
B0H1HQJ3SK,"HP ProBook X360 11 G6 EE 2-in-1 Laptop, Full HD 13,3 Zoll, Intel Core i5-10210, 8 GB RAM, 256 GB SSD, US-Layout, Windows 11 Pro (Generalüberholt)",HP,145.22,3.0,2.0,Intel Core i5-10210U,8.0,256.0,Intel UHD Graphics,11.6,1366x768,Windows 11 pro,QWERTZ,https://www.amazon.de/HP-ProBook-X360-11-General%C3%BCberholt/dp/B0H1HQJ3SK/ref=sr_1_108?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-108&xpid=sLKVI6PriDQ7N,7.0,1,1
B0F29MQGXJ,"ASUS TUF Gaming A16 Laptop | 16"" WUXGA 16:9 165Hz IPS Display | AMD Ryzen 7 260 | 16 GB RAM | 1 TB SSD | NVIDIA RTX 5050 | Win11 Home | QWERTZ Tastatur | Jaeger Grey | 3Monate GamePass",ASUS,1107.62,4.5,13.0,AMD Ryzen 7 260,16.0,1024.0,NVIDIA GeForce RTX 5050,16.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/ASUS-TUF-Gaming-Laptop-WUXGA/dp/B0F29MQGXJ/ref=sr_1_109?dib=eyJ2IjoiMSJ9.baLUP3zKVuzrtagcCZK0WvM45AH3zA1dn0MEXyeDrCkAMXdfukzDt0SLB-64UZ85twyYPkCQA7r0uXJi8ZEM45okMyP6giPg9H8CUFLXH13MrqBC9c_eqLxdAHQOvsS-Tqx8JXfis9zxMhaXp4xb4qcvQWXbflmSSocl1GOY2wusrjFyM9Sst3C0k7BslIwt-b9aIxIXkuSGE0xAXUWiyPgze_0010FkNgB6wlpwCHM.LYIj4MiR7cndWw9QZUTMfeJYwseJSSxM7o-Rd932vec&dib_tag=se&keywords=laptop&qid=1788691135&sr=8-109&xpid=sLKVI6PriDQ7N,7.0,1,0
